ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6
18011,0.04,0.00,0.33,0.67,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
24136,0.23,0.00,0.33,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.15,0.14,0.25,0.18,0.34,0.00,0.00,0.00,0.01,0.01,0.01
26875,0.27,0.00,0.17,0.67,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.33,0.26,0.17,0.28,0.15,0.31,0.01,0.00,0.01,0.00,0.01,0.01
7894,0.07,1.00,0.50,0.33,0.40,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.08,0.09,0.18,0.09,0.27,0.01,0.00,0.03,0.01,0.03,0.01
27852,0.04,1.00,0.17,0.67,0.10,0.40,0.20,0.20,0.20,0.40,0.20,0.19,0.11,0.11,0.21,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.01
427,0.16,1.00,0.17,0.67,0.17,0.10,0.10,0.10,0.10,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
22093,0.07,1.00,0.17,0.67,0.12,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
14331,0.48,1.00,0.33,0.33,0.36,0.10,0.10,0.10,0.20,0.10,0.10,0.16,0.08,0.10,0.18,0.09,0.27,0.01,0.02,0.00,0.01,0.01,0.00
11618,0.17,1.00,0.33,0.67,0.21,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7394,0.02,1.00,0.50,0.33,0.17,0.50,0.40,0.40,0.40,0.40,0.40,0.17,0.09,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
28791,0.17,1.00,0.50,0.33,0.40,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
7451,0.35,1.00,0.33,0.67,0.09,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
8435,0.28,1.00,0.33,0.33,0.31,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.13,0.12,0.23,0.15,0.32,0.01,0.00,0.01,0.01,0.01,0.01
17297,0.07,1.00,0.50,0.67,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.24,0.16,0.14,0.25,0.17,0.32,0.01,0.00,0.01,0.00,0.02,0.01
10669,0.04,0.00,0.50,0.33,0.41,0.10,0.10,0.40,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
29716,0.04,0.00,0.50,0.33,0.45,0.40,0.40,0.40,0.20,0.20,0.20,0.18,0.11,0.11,0.19,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
28954,0.19,1.00,0.17,0.67,0.28,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
17084,0.05,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.20,0.14,0.30,0.00,0.00,0.00,0.03,0.01,0.00
1952,0.33,0.00,0.33,0.33,0.34,0.20,0.20,0.20,0.20,0.20,0.20,0.44,0.38,0.24,0.42,0.36,0.47,0.02,0.01,0.01,0.02,0.02,0.02
28789,0.33,1.00,0.17,0.33,0.26,0.10,0.10,0.10,0.10,0.10,0.20,0.15,0.07,0.10,0.17,0.09,0.27,0.01,0.01,0.01,0.02,0.00,0.01
21864,0.08,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.40,0.20,0.12,0.12,0.22,0.15,0.32,0.00,0.00,0.00,0.02,0.00,0.01
14759,0.15,0.00,0.17,0.67,0.12,0.10,0.10,0.10,0.20,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
29559,0.01,0.00,0.33,0.33,0.29,0.20,0.20,0.20,0.20,0.20,0.10,0.15,0.08,0.09,0.17,0.09,0.26,0.00,0.00,0.00,0.00,0.00,0.00
2712,0.05,1.00,0.17,0.33,0.31,0.20,0.20,0.40,0.20,0.20,0.20,0.20,0.12,0.12,0.21,0.13,0.29,0.01,0.00,0.00,0.00,0.02,0.00
764,0.23,1.00,0.33,0.33,0.21,0.20,0.20,0.20,0.20,0.20,0.20,0.36,0.29,0.22,0.39,0.32,0.44,0.01,0.01,0.01,0.02,0.02,0.02
16108,0.00,1.00,0.33,0.67,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
16136,0.21,1.00,0.33,0.33,0.28,0.30,0.40,0.40,0.40,0.40,0.00,0.32,0.25,0.19,0.32,0.25,0.39,0.00,0.01,0.00,0.01,0.02,0.01
8272,0.04,0.00,0.33,0.67,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.01
16681,0.04,0.00,0.50,0.33,0.34,0.30,0.40,0.40,0.40,0.20,0.20,0.17,0.09,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
14214,0.02,1.00,0.50,0.67,0.50,0.10,0.10,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
1202,0.29,1.00,0.17,0.67,0.47,0.20,0.20,0.20,0.20,0.20,0.20,0.37,0.29,0.21,0.36,0.28,0.40,0.01,0.01,0.01,0.01,0.01,0.01
11277,0.33,1.00,0.17,0.33,0.48,0.30,0.00,0.00,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
8448,0.70,1.00,0.33,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.26,0.00,0.00,0.00,0.00,0.00,0.00
21449,0.06,1.00,0.17,0.67,0.10,0.40,0.40,0.40,0.40,0.40,0.40,0.19,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
12128,0.04,0.00,0.33,1.00,0.43,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
235,0.07,0.00,0.17,0.67,0.24,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.28,0.00,0.00,0.00,0.00,0.05,0.00
28150,0.01,1.00,0.50,0.67,0.47,0.30,0.50,0.40,0.60,0.70,0.60,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
22411,0.01,1.00,0.33,0.67,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
4533,0.20,1.00,0.17,0.67,0.16,0.10,0.20,0.10,0.10,0.10,0.20,0.17,0.09,0.09,0.19,0.11,0.28,0.02,0.01,0.03,0.05,0.02,0.04
6718,0.19,1.00,0.33,0.67,0.14,0.20,0.20,0.40,0.20,0.20,0.20,0.21,0.13,0.12,0.21,0.13,0.32,0.00,0.00,0.00,0.01,0.08,0.04
28246,0.15,1.00,0.17,0.33,0.34,0.10,0.10,0.10,0.10,0.10,0.10,0.17,0.07,0.09,0.16,0.12,0.28,0.01,0.00,0.00,0.06,0.04,0.01
24091,0.03,0.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.10,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.06
6818,0.39,0.00,0.17,0.33,0.43,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.10,0.10,0.28,0.21,0.36,0.00,0.00,0.11,0.01,0.01,0.01
5279,0.04,1.00,0.50,0.33,0.59,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
15564,0.17,0.00,0.17,0.67,0.21,0.20,0.20,0.20,0.40,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
21798,0.02,1.00,0.33,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.19,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
21276,0.04,0.00,0.33,0.33,0.67,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
12435,0.27,1.00,0.17,0.67,0.12,0.20,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.01,0.01,0.02
2939,0.38,0.00,0.17,0.67,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.26,0.00,0.00,0.00,0.00,0.00,0.01
26262,0.19,1.00,0.17,0.67,0.22,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.26,0.00,0.00,0.01,0.00,0.01,0.00
18727,0.19,1.00,0.33,0.33,0.14,0.20,0.20,0.20,0.20,0.20,0.10,0.19,0.12,0.11,0.19,0.10,0.27,0.03,0.00,0.00,0.00,0.04,0.03
9420,0.25,0.00,0.17,0.67,0.16,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
11810,0.02,1.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
14599,0.08,1.00,0.33,0.33,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.01,0.01,0.00,0.00,0.00
10393,0.05,0.00,0.17,0.67,0.03,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
29026,0.19,1.00,0.17,0.33,0.33,0.10,0.10,0.10,0.20,0.20,0.10,0.15,0.07,0.09,0.18,0.08,0.26,0.01,0.01,0.02,0.00,0.01,0.01
527,0.62,1.00,0.33,0.33,0.41,0.40,0.40,0.20,0.20,0.20,0.20,0.29,0.22,0.17,0.31,0.25,0.39,0.00,0.00,0.01,0.01,0.02,0.01
7534,0.20,0.00,0.33,0.33,0.57,0.40,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.01,0.00
13373,0.04,1.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.40,0.19,0.11,0.11,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
4655,0.09,1.00,0.17,0.33,0.43,0.20,0.20,0.20,0.40,0.20,0.20,0.18,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.01,0.00
13430,0.04,1.00,0.50,0.67,0.34,0.40,0.40,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
7836,0.01,0.00,0.33,0.67,0.03,0.10,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.08,0.28,0.00,0.00,0.01,0.00,0.04,0.00
18067,0.02,0.00,0.33,0.67,0.40,0.40,0.40,0.20,0.20,0.20,0.20,0.19,0.10,0.11,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.01,0.01
11601,0.14,1.00,0.50,0.33,0.24,0.20,0.20,0.20,0.20,0.20,0.20,0.23,0.16,0.14,0.25,0.18,0.34,0.01,0.00,0.00,0.01,0.01,0.01
12933,0.27,1.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.10,0.19,0.11,0.11,0.20,0.11,0.28,0.02,0.01,0.00,0.00,0.06,0.20
10369,0.09,1.00,0.33,0.33,0.64,0.40,0.40,0.20,0.20,0.20,0.20,0.22,0.15,0.13,0.24,0.16,0.32,0.00,0.00,0.00,0.00,0.01,0.00
20643,0.13,0.00,0.33,0.33,0.47,0.20,0.20,0.20,0.20,0.20,0.20,0.26,0.18,0.15,0.25,0.16,0.32,0.00,0.00,0.00,0.00,0.01,0.01
22746,0.24,1.00,0.33,0.33,0.29,0.40,0.20,0.20,0.20,0.20,0.20,0.36,0.29,0.19,0.34,0.26,0.41,0.01,0.00,0.01,0.01,0.02,0.02
8167,0.02,0.00,0.33,0.33,0.29,0.30,0.40,0.40,0.20,0.10,0.10,0.16,0.08,0.10,0.18,0.09,0.27,0.00,0.00,0.00,0.02,0.00,0.00
1364,0.11,0.00,0.17,0.33,0.43,0.20,0.20,0.40,0.40,0.40,0.40,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
21329,0.16,0.00,0.33,0.33,0.74,0.10,0.10,0.10,0.10,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
3435,0.27,1.00,0.33,0.33,0.33,0.30,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
4051,0.19,1.00,0.33,0.33,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.14,0.13,0.23,0.15,0.32,0.00,0.00,0.00,0.00,0.01,0.01
27011,0.19,0.00,0.50,0.33,0.33,0.20,0.20,0.10,0.20,0.20,0.00,0.33,0.07,0.09,0.17,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.17
730,0.04,1.00,0.50,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
25497,0.18,1.00,0.50,0.67,0.17,0.10,0.10,0.10,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.07
583,0.07,1.00,0.50,0.67,0.55,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.13,0.22,0.14,0.30,0.00,0.00,0.00,0.00,0.01,0.00
5147,0.04,1.00,0.33,0.67,0.07,0.30,0.40,0.40,0.40,0.40,0.40,0.16,0.08,0.09,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
14586,0.31,1.00,0.17,0.67,0.10,0.30,0.10,0.40,0.40,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
24772,0.01,0.00,0.33,0.67,0.41,0.20,0.20,0.20,0.40,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.27,0.02,0.00,0.00,0.00,0.00,0.00
15313,0.07,1.00,0.50,0.33,0.31,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
14647,0.07,0.00,0.17,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.09,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
18638,0.07,1.00,0.17,0.67,0.07,0.10,0.10,0.40,0.10,0.10,0.00,0.15,0.07,0.09,0.17,0.08,0.26,0.01,0.00,0.01,0.00,0.00,0.00
24885,0.25,0.00,0.17,0.33,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.28,0.00,0.00,0.00,0.00,0.05,0.00
8367,0.13,1.00,0.33,0.67,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.26,0.19,0.16,0.28,0.21,0.35,0.01,0.00,0.01,0.01,0.01,0.01
9309,0.37,0.00,0.33,0.33,0.29,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.15,0.14,0.25,0.18,0.32,0.01,0.00,0.00,0.01,0.01,0.00
1098,0.02,0.00,0.50,0.67,0.14,0.10,0.10,0.10,0.10,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
22116,0.29,1.00,0.17,0.67,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.06,0.08,0.17,0.08,0.26,0.00,0.00,0.03,0.00,0.03,0.01
28689,0.16,1.00,0.33,0.33,0.17,0.30,0.10,0.40,0.10,0.20,0.20,0.15,0.07,0.09,0.18,0.10,0.28,0.00,0.00,0.03,0.00,0.00,0.00
14228,0.14,1.00,0.17,0.67,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
1555,0.33,0.00,0.17,0.33,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.10,0.11,0.19,0.09,0.29,0.04,0.02,0.03,0.02,0.08,0.06
704,0.02,1.00,0.33,1.00,0.02,0.30,0.40,0.60,0.50,0.40,0.40,0.17,0.09,0.10,0.18,0.11,0.28,0.01,0.00,0.00,0.00,0.01,0.00
27882,0.19,1.00,0.17,0.67,0.12,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.18,0.10,0.27,0.00,0.01,0.01,0.01,0.01,0.01
22603,0.02,1.00,0.33,0.67,0.29,0.10,0.20,0.10,0.10,0.10,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
28024,0.35,1.00,0.50,0.33,0.19,0.20,0.20,0.20,0.20,0.20,0.20,0.35,0.26,0.19,0.34,0.27,0.41,0.01,0.00,0.01,0.01,0.01,0.01
16528,0.01,0.00,0.33,0.33,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.09,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
343,0.17,0.00,0.17,0.33,0.31,0.20,0.20,0.10,0.20,0.20,0.10,0.39,0.33,0.22,0.28,0.08,0.26,0.01,0.09,0.03,0.00,0.24,0.00
27875,0.10,1.00,0.33,0.67,0.10,0.30,0.40,0.20,0.20,0.20,0.20,0.20,0.12,0.12,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.01,0.00
27153,0.35,0.00,0.33,0.33,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.01
6829,0.17,0.00,0.33,0.33,0.55,0.20,0.20,0.20,0.20,0.20,0.20,0.30,0.23,0.19,0.33,0.25,0.40,0.01,0.00,0.01,0.01,0.02,0.01
17034,0.00,1.00,0.33,0.33,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
23115,0.02,1.00,0.50,0.67,0.45,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.10,0.10,0.18,0.11,0.27,0.00,0.00,0.00,0.00,0.00,0.00
10172,0.40,1.00,0.50,0.33,0.47,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.11,0.10,0.17,0.10,0.27,0.05,0.01,0.01,0.03,0.04,0.00
24732,0.19,0.00,0.17,0.33,0.26,0.30,0.40,0.20,0.20,0.20,0.20,0.16,0.08,0.09,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
14049,0.09,1.00,0.17,0.33,0.41,0.30,0.10,0.10,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
17283,0.07,1.00,0.17,0.33,0.34,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.14,0.13,0.23,0.16,0.32,0.00,0.00,0.00,0.01,0.02,0.00
12082,0.15,1.00,0.50,0.33,0.60,0.10,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
26620,0.00,0.00,0.33,0.67,0.03,0.00,0.10,0.10,0.10,0.20,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
10380,0.30,1.00,0.17,0.33,0.29,0.30,0.00,0.00,0.00,0.00,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
27777,0.04,1.00,0.17,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.11,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.01
3202,0.06,1.00,0.17,0.67,0.07,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.12,0.21,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
23793,0.01,1.00,0.33,0.33,0.48,0.30,0.40,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
18952,0.06,1.00,0.17,0.67,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.13,0.12,0.21,0.18,0.30,0.00,0.00,0.00,0.00,0.00,0.00
28831,0.17,1.00,0.50,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.21,0.13,0.13,0.23,0.15,0.32,0.00,0.00,0.00,0.00,0.01,0.01
4962,0.13,1.00,0.17,0.67,0.16,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
13561,0.31,0.00,0.17,0.33,0.43,0.40,0.60,0.50,0.40,0.40,0.40,0.45,0.39,0.27,0.46,0.41,0.50,0.01,0.00,0.00,0.04,0.00,0.02
4519,0.20,0.00,0.33,0.67,0.31,0.20,0.20,0.20,0.20,0.20,0.20,0.18,0.10,0.11,0.20,0.12,0.27,0.00,0.00,0.00,0.00,0.00,0.02
28142,0.42,1.00,0.83,0.67,0.40,0.20,0.20,0.20,0.20,0.20,0.20,0.70,0.62,0.39,0.64,0.54,0.58,0.02,0.01,0.02,0.03,0.04,0.03
25795,0.07,1.00,0.33,0.33,0.41,0.20,0.20,0.20,0.20,0.20,0.20,0.22,0.14,0.13,0.24,0.16,0.32,0.00,0.00,0.00,0.00,0.01,0.01
13525,0.30,1.00,0.17,0.33,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.01,0.01,0.01
12800,0.00,0.00,0.50,0.67,0.26,0.20,0.20,0.20,0.20,0.40,0.20,0.15,0.07,0.09,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
9337,0.06,1.00,0.33,0.67,0.03,0.10,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.17,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
20546,0.24,0.00,0.17,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.24,0.19,0.34,0.19,0.26,0.05,0.00,0.12,0.00,0.00,0.25
5188,0.13,0.00,0.17,0.67,0.12,0.40,0.40,0.40,0.40,0.40,0.40,0.25,0.18,0.15,0.27,0.20,0.35,0.01,0.00,0.01,0.01,0.01,0.01
20486,0.04,0.00,0.33,0.67,0.10,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.20,0.13,0.30,0.00,0.00,0.00,0.00,0.00,0.00
29190,0.05,0.00,0.50,0.67,0.05,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.27,0.00,0.00,0.00,0.00,0.00,0.00
25128,0.28,0.00,0.17,0.33,0.52,0.20,0.20,0.20,0.20,0.20,0.20,0.35,0.28,0.21,0.30,0.23,0.37,0.01,0.01,0.01,0.01,0.01,0.01
21112,0.28,0.00,0.33,0.33,0.29,0.30,0.40,0.20,0.20,0.20,0.20,0.41,0.25,0.19,0.35,0.27,0.40,0.00,0.01,0.01,0.01,0.01,0.01
1473,0.22,0.00,0.33,0.67,0.31,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
29748,0.16,0.00,0.17,0.67,0.19,0.20,0.20,0.20,0.20,0.20,0.20,0.29,0.22,0.17,0.30,0.20,0.35,0.01,0.00,0.01,0.01,0.01,0.01
28483,0.38,1.00,0.33,0.67,0.34,0.20,0.20,0.00,0.00,0.00,0.00,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
2505,0.19,0.00,0.33,0.33,0.40,0.10,0.10,0.40,0.20,0.20,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
28337,0.19,1.00,0.17,0.33,0.41,0.10,0.10,0.10,0.10,0.10,0.10,0.21,0.07,0.09,0.16,0.14,0.28,0.00,0.00,0.00,0.10,0.07,0.00
27140,0.48,0.00,0.33,0.67,0.36,0.20,0.20,0.20,0.20,0.20,0.20,0.55,0.51,0.35,0.62,0.50,0.60,0.02,0.01,0.02,0.03,0.04,0.03
11455,0.05,1.00,0.50,0.33,0.47,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.12,0.11,0.20,0.12,0.29,0.00,0.00,0.00,0.00,0.00,0.00
9623,0.02,1.00,0.50,0.67,0.03,0.10,0.10,0.10,0.10,0.10,0.10,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.01,0.00,0.00,0.00,0.00
1745,0.04,1.00,0.17,0.67,0.02,0.20,0.20,0.20,0.20,0.20,0.20,0.19,0.11,0.11,0.17,0.09,0.27,0.00,0.00,0.00,0.00,0.00,0.00
16763,0.01,0.00,0.33,0.33,0.29,0.20,0.20,0.20,0.20,0.20,0.20,0.16,0.08,0.10,0.18,0.10,0.28,0.00,0.00,0.00,0.00,0.00,0.00
17066,0.09,1.00,0.33,0.67,0.05,0.20,0.20,0.20,0.20,0.10,0.20,0.15,0.07,0.09,0.18,0.08,0.26,0.00,0.00,0.01,0.00,0.00,0.00
19808,0.04,1.00,0.50,0.33,0.17,0.20,0.20,0.20,0.20,0.20,0.20,0.17,0.10,0.10,0.19,0.11,0.28,0.00,0.00,0.00,0.00,0.00,0.00
7234,0.02,0.00,0.33,0.67,0.05,0.20,0.20,0.00,0.10,0.10,0.00,0.16,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.02
415,0.04,1.00,0.50,0.33,0.24,0.10,0.10,0.10,0.00,0.00,0.00,0.17,0.07,0.09,0.16,0.08,0.26,0.01,0.00,0.00,0.00,0.00,0.00
15006,0.23,1.00,0.33,0.33,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
6435,0.22,0.00,0.33,0.33,0.26,0.10,0.10,0.40,0.40,0.40,0.20,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
19939,0.22,1.00,0.17,0.33,0.36,0.10,0.10,0.10,0.10,0.00,0.00,0.15,0.07,0.09,0.16,0.08,0.26,0.00,0.00,0.00,0.00,0.00,0.00
